,realtime_start,date,value,series_id,description,dtime
2154,2011-09-07,2011-07-01,3621.0,JTS1000TSL,  Total Separations: Total Private ,2011-07-01
2322,2013-06-03,2011-07-01,97.3550035953535,CSCICP03USM665S, OECD US Consumer Confidence,2011-07-01
3308,2011-08-05,2011-07-01,16.1,U6Rate, Unemployed plus Marginally Attached ,2011-07-01
3143,2011-08-05,2011-07-01,6185.0,UEMP27OV, Unemployed for 27 Weeks,2011-07-01
3473,2011-08-05,2011-07-01,63.9,CIVPART, Civilian Participation Rate,2011-07-01
219,2011-08-03,2011-07-01,108764.0,NPPTTL, ADP,2011-07-01
565,2011-07-07,2011-07-02,418000.0,ICSA, Initial Claims,2011-07-02
1286,2011-07-14,2011-07-02,3727000.0,CCSA, Continued Claims ,2011-07-02
566,2011-07-14,2011-07-09,405000.0,ICSA, Initial Claims,2011-07-09
1287,2011-07-21,2011-07-09,3698000.0,CCSA, Continued Claims ,2011-07-09
567,2011-07-21,2011-07-16,418000.0,ICSA, Initial Claims,2011-07-16
1288,2011-07-28,2011-07-16,3703000.0,CCSA, Continued Claims ,2011-07-16
568,2011-07-28,2011-07-23,398000.0,ICSA, Initial Claims,2011-07-23
1289,2011-08-04,2011-07-23,3730000.0,CCSA, Continued Claims ,2011-07-23
1290,2011-08-11,2011-07-30,3688000.0,CCSA, Continued Claims ,2011-07-30
569,2011-08-04,2011-07-30,400000.0,ICSA, Initial Claims,2011-07-30
55,2011-09-02,2011-08-01,109170.0,USPRIV, BLS private,2011-08-01
3474,2011-09-02,2011-08-01,64.0,CIVPART, Civilian Participation Rate,2011-08-01
2498,2013-06-03,2011-08-01,99.7629847877309,BSCICP03USM665S, OECD Business Confidence,2011-08-01
3144,2011-09-02,2011-08-01,6034.0,UEMP27OV, Unemployed for 27 Weeks,2011-08-01
2979,2011-09-02,2011-08-01,153594.0,CLF16OV, Civilian Labor Force,2011-08-01
3639,2011-09-02,2011-08-01,8826.0,LNS12032194, Part-Time for Econ Reasons,2011-08-01
1991,2011-10-12,2011-08-01,3755.0,JTS1000HIL,  Hires: Total Private ,2011-08-01
2649,2011-09-02,2011-08-01,9.1,UNRATE, Unemployment Rate,2011-08-01
2814,2011-09-02,2011-08-01,13967.0,UNEMPLOY, Unemployment Level,2011-08-01
2330,2013-06-03,2011-08-01,96.8407816544946,CSCICP03USM665S, OECD US Consumer Confidence,2011-08-01
220,2011-08-31,2011-08-01,108849.0,NPPTTL, ADP,2011-08-01
2155,2011-10-12,2011-08-01,3692.0,JTS1000TSL,  Total Separations: Total Private ,2011-08-01
1827,2011-10-12,2011-08-01,2757.0,JTS1000JOL, Job Openings: Total Private,2011-08-01
3309,2011-09-02,2011-08-01,16.2,U6Rate, Unemployed plus Marginally Attached ,2011-08-01
570,2011-08-11,2011-08-06,395000.0,ICSA, Initial Claims,2011-08-06
1291,2011-08-18,2011-08-06,3702000.0,CCSA, Continued Claims ,2011-08-06
571,2011-08-18,2011-08-13,408000.0,ICSA, Initial Claims,2011-08-13
1292,2011-08-25,2011-08-13,3641000.0,CCSA, Continued Claims ,2011-08-13
1293,2011-09-01,2011-08-20,3735000.0,CCSA, Continued Claims ,2011-08-20
572,2011-08-25,2011-08-20,417000.0,ICSA, Initial Claims,2011-08-20
573,2011-09-01,2011-08-27,409000.0,ICSA, Initial Claims,2011-08-27
1294,2011-09-08,2011-08-27,3717000.0,CCSA, Continued Claims ,2011-08-27
1828,2011-11-08,2011-09-01,2988.0,JTS1000JOL, Job Openings: Total Private,2011-09-01
3475,2011-10-07,2011-09-01,64.2,CIVPART, Civilian Participation Rate,2011-09-01
2497,2013-06-03,2011-09-01,99.7599552307784,BSCICP03USM665S, OECD Business Confidence,2011-09-01
3145,2011-10-07,2011-09-01,6242.0,UEMP27OV, Unemployed for 27 Weeks,2011-09-01
3640,2011-10-07,2011-09-01,9270.0,LNS12032194, Part-Time for Econ Reasons,2011-09-01
2324,2013-06-03,2011-09-01,96.7706300787862,CSCICP03USM665S, OECD US Consumer Confidence,2011-09-01
2156,2011-11-08,2011-09-01,3861.0,JTS1000TSL,  Total Separations: Total Private ,2011-09-01
3310,2011-10-07,2011-09-01,16.5,U6Rate, Unemployed plus Marginally Attached ,2011-09-01
2980,2011-10-07,2011-09-01,154017.0,CLF16OV, Civilian Labor Force,2011-09-01
56,2011-10-07,2011-09-01,109349.0,USPRIV, BLS private,2011-09-01
2650,2011-10-07,2011-09-01,9.1,UNRATE, Unemployment Rate,2011-09-01
221,2011-10-05,2011-09-01,108936.0,NPPTTL, ADP,2011-09-01
1992,2011-11-08,2011-09-01,3984.0,JTS1000HIL,  Hires: Total Private ,2011-09-01
2815,2011-10-07,2011-09-01,13992.0,UNEMPLOY, Unemployment Level,2011-09-01
574,2011-09-08,2011-09-03,414000.0,ICSA, Initial Claims,2011-09-03
1295,2011-09-15,2011-09-03,3726000.0,CCSA, Continued Claims ,2011-09-03
1296,2011-09-22,2011-09-10,3727000.0,CCSA, Continued Claims ,2011-09-10
575,2011-09-15,2011-09-10,428000.0,ICSA, Initial Claims,2011-09-10
576,2011-09-22,2011-09-17,423000.0,ICSA, Initial Claims,2011-09-17
1297,2011-09-29,2011-09-17,3729000.0,CCSA, Continued Claims ,2011-09-17
577,2011-09-29,2011-09-24,391000.0,ICSA, Initial Claims,2011-09-24
1298,2011-10-06,2011-09-24,3700000.0,CCSA, Continued Claims ,2011-09-24
2328,2013-06-03,2011-10-01,97.0125475057557,CSCICP03USM665S, OECD US Consumer Confidence,2011-10-01
2157,2011-12-13,2011-10-01,3646.0,JTS1000TSL,  Total Separations: Total Private ,2011-10-01
3476,2011-11-04,2011-10-01,64.2,CIVPART, Civilian Participation Rate,2011-10-01
2495,2013-06-03,2011-10-01,99.7769487686851,BSCICP03USM665S, OECD Business Confidence,2011-10-01
1299,2011-10-13,2011-10-01,3670000.0,CCSA, Continued Claims ,2011-10-01
2816,2011-11-04,2011-10-01,13897.0,UNEMPLOY, Unemployment Level,2011-10-01
3641,2011-11-04,2011-10-01,8896.0,LNS12032194, Part-Time for Econ Reasons,2011-10-01
578,2011-10-06,2011-10-01,401000.0,ICSA, Initial Claims,2011-10-01
3311,2011-11-04,2011-10-01,16.2,U6Rate, Unemployed plus Marginally Attached ,2011-10-01
1993,2011-12-13,2011-10-01,3782.0,JTS1000HIL,  Hires: Total Private ,2011-10-01
3146,2011-11-04,2011-10-01,5876.0,UEMP27OV, Unemployed for 27 Weeks,2011-10-01
57,2011-11-04,2011-10-01,109537.0,USPRIV, BLS private,2011-10-01
1829,2011-12-13,2011-10-01,2907.0,JTS1000JOL, Job Openings: Total Private,2011-10-01
222,2011-11-02,2011-10-01,109067.0,NPPTTL, ADP,2011-10-01
2981,2011-11-04,2011-10-01,154198.0,CLF16OV, Civilian Labor Force,2011-10-01
2651,2011-11-04,2011-10-01,9.0,UNRATE, Unemployment Rate,2011-10-01
1300,2011-10-20,2011-10-08,3719000.0,CCSA, Continued Claims ,2011-10-08
579,2011-10-13,2011-10-08,404000.0,ICSA, Initial Claims,2011-10-08
1301,2011-10-27,2011-10-15,3645000.0,CCSA, Continued Claims ,2011-10-15
580,2011-10-20,2011-10-15,403000.0,ICSA, Initial Claims,2011-10-15
581,2011-10-27,2011-10-22,402000.0,ICSA, Initial Claims,2011-10-22
1302,2011-11-03,2011-10-22,3683000.0,CCSA, Continued Claims ,2011-10-22
582,2011-11-03,2011-10-29,397000.0,ICSA, Initial Claims,2011-10-29
1303,2011-11-10,2011-10-29,3615000.0,CCSA, Continued Claims ,2011-10-29
3477,2011-12-02,2011-11-01,64.0,CIVPART, Civilian Participation Rate,2011-11-01
1830,2012-01-10,2011-11-01,2819.0,JTS1000JOL, Job Openings: Total Private,2011-11-01
1994,2012-01-10,2011-11-01,3865.0,JTS1000HIL,  Hires: Total Private ,2011-11-01
2982,2011-12-02,2011-11-01,153883.0,CLF16OV, Civilian Labor Force,2011-11-01
2310,2013-06-03,2011-11-01,97.4738303784114,CSCICP03USM665S, OECD US Consumer Confidence,2011-11-01
3642,2011-12-02,2011-11-01,8518.0,LNS12032194, Part-Time for Econ Reasons,2011-11-01
3312,2011-12-02,2011-11-01,15.6,U6Rate, Unemployed plus Marginally Attached ,2011-11-01
2158,2012-01-10,2011-11-01,3696.0,JTS1000TSL,  Total Separations: Total Private ,2011-11-01
223,2011-11-30,2011-11-01,109307.0,NPPTTL, ADP,2011-11-01
2817,2011-12-02,2011-11-01,13303.0,UNEMPLOY, Unemployment Level,2011-11-01
58,2011-12-02,2011-11-01,109719.0,USPRIV, BLS private,2011-11-01
2652,2011-12-02,2011-11-01,8.6,UNRATE, Unemployment Rate,2011-11-01
3147,2011-12-02,2011-11-01,5691.0,UEMP27OV, Unemployed for 27 Weeks,2011-11-01
2493,2013-06-03,2011-11-01,99.8535726308595,BSCICP03USM665S, OECD Business Confidence,2011-11-01
583,2011-11-10,2011-11-05,390000.0,ICSA, Initial Claims,2011-11-05
1304,2011-11-17,2011-11-05,3608000.0,CCSA, Continued Claims ,2011-11-05
584,2011-11-17,2011-11-12,388000.0,ICSA, Initial Claims,2011-11-12
1305,2011-11-23,2011-11-12,3691000.0,CCSA, Continued Claims ,2011-11-12
585,2011-11-23,2011-11-19,393000.0,ICSA, Initial Claims,2011-11-19
1306,2011-12-01,2011-11-19,3740000.0,CCSA, Continued Claims ,2011-11-19
586,2011-12-01,2011-11-26,402000.0,ICSA, Initial Claims,2011-11-26
1307,2011-12-08,2011-11-26,3583000.0,CCSA, Continued Claims ,2011-11-26
2491,2013-06-03,2011-12-01,99.9636368899606,BSCICP03USM665S, OECD Business Confidence,2011-12-01
3313,2012-01-06,2011-12-01,15.2,U6Rate, Unemployed plus Marginally Attached ,2011-12-01
59,2012-01-06,2011-12-01,109928.0,USPRIV, BLS private,2011-12-01
2653,2012-01-06,2011-12-01,8.5,UNRATE, Unemployment Rate,2011-12-01
3643,2012-01-06,2011-12-01,8098.0,LNS12032194, Part-Time for Econ Reasons,2011-12-01
2818,2012-01-06,2011-12-01,13097.0,UNEMPLOY, Unemployment Level,2011-12-01
2159,2012-02-07,2011-12-01,3593.0,JTS1000TSL,  Total Separations: Total Private ,2011-12-01
224,2012-01-05,2011-12-01,109646.0,NPPTTL, ADP,2011-12-01
1995,2012-02-07,2011-12-01,3765.0,JTS1000HIL,  Hires: Total Private ,2011-12-01
2983,2012-01-06,2011-12-01,153887.0,CLF16OV, Civilian Labor Force,2011-12-01
2285,2013-06-03,2011-12-01,98.0444215955619,CSCICP03USM665S, OECD US Consumer Confidence,2011-12-01
1831,2012-02-07,2011-12-01,3009.0,JTS1000JOL, Job Openings: Total Private,2011-12-01
3478,2012-01-06,2011-12-01,64.0,CIVPART, Civilian Participation Rate,2011-12-01
3148,2012-01-06,2011-12-01,5588.0,UEMP27OV, Unemployed for 27 Weeks,2011-12-01
1308,2011-12-15,2011-12-03,3603000.0,CCSA, Continued Claims ,2011-12-03
587,2011-12-08,2011-12-03,381000.0,ICSA, Initial Claims,2011-12-03
588,2011-12-15,2011-12-10,366000.0,ICSA, Initial Claims,2011-12-10
1309,2011-12-22,2011-12-10,3546000.0,CCSA, Continued Claims ,2011-12-10
1310,2011-12-29,2011-12-17,3601000.0,CCSA, Continued Claims ,2011-12-17
589,2011-12-22,2011-12-17,364000.0,ICSA, Initial Claims,2011-12-17
590,2011-12-29,2011-12-24,381000.0,ICSA, Initial Claims,2011-12-24
1311,2012-01-05,2011-12-24,3595000.0,CCSA, Continued Claims ,2011-12-24
1312,2012-01-12,2011-12-31,3628000.0,CCSA, Continued Claims ,2011-12-31
591,2012-01-05,2011-12-31,372000.0,ICSA, Initial Claims,2011-12-31
2490,2013-06-03,2012-01-01,100.027084361292,BSCICP03USM665S, OECD Business Confidence,2012-01-01
1996,2012-03-13,2012-01-01,3835.0,JTS1000HIL,  Hires: Total Private ,2012-01-01
2984,2012-02-03,2012-01-01,154395.0,CLF16OV, Civilian Labor Force,2012-01-01
225,2012-02-01,2012-01-01,109788.0,NPPTTL, ADP,2012-01-01
3314,2012-02-03,2012-01-01,15.1,U6Rate, Unemployed plus Marginally Attached ,2012-01-01
2654,2012-02-03,2012-01-01,8.3,UNRATE, Unemployment Rate,2012-01-01
2160,2012-03-13,2012-01-01,3619.0,JTS1000TSL,  Total Separations: Total Private ,2012-01-01
3149,2012-02-03,2012-01-01,5518.0,UEMP27OV, Unemployed for 27 Weeks,2012-01-01
2266,2013-06-03,2012-01-01,98.5308619373766,CSCICP03USM665S, OECD US Consumer Confidence,2012-01-01
1832,2012-03-13,2012-01-01,3107.0,JTS1000JOL, Job Openings: Total Private,2012-01-01
3479,2012-02-03,2012-01-01,63.7,CIVPART, Civilian Participation Rate,2012-01-01
3644,2012-02-03,2012-01-01,8230.0,LNS12032194, Part-Time for Econ Reasons,2012-01-01
2819,2012-02-03,2012-01-01,12758.0,UNEMPLOY, Unemployment Level,2012-01-01
60,2012-02-03,2012-01-01,110436.0,USPRIV, BLS private,2012-01-01
1313,2012-01-19,2012-01-07,3432000.0,CCSA, Continued Claims ,2012-01-07
592,2012-01-12,2012-01-07,399000.0,ICSA, Initial Claims,2012-01-07
593,2012-01-19,2012-01-14,352000.0,ICSA, Initial Claims,2012-01-14
1314,2012-01-26,2012-01-14,3554000.0,CCSA, Continued Claims ,2012-01-14
1315,2012-02-02,2012-01-21,3437000.0,CCSA, Continued Claims ,2012-01-21
594,2012-01-26,2012-01-21,377000.0,ICSA, Initial Claims,2012-01-21
595,2012-02-02,2012-01-28,367000.0,ICSA, Initial Claims,2012-01-28
1316,2012-02-09,2012-01-28,3515000.0,CCSA, Continued Claims ,2012-01-28
2655,2012-03-09,2012-02-01,8.3,UNRATE, Unemployment Rate,2012-02-01
3480,2012-03-09,2012-02-01,63.9,CIVPART, Civilian Participation Rate,2012-02-01
3645,2012-03-09,2012-02-01,8119.0,LNS12032194, Part-Time for Econ Reasons,2012-02-01
226,2012-03-07,2012-02-01,110249.0,NPPTTL, ADP,2012-02-01
2161,2012-04-10,2012-02-01,3787.0,JTS1000TSL,  Total Separations: Total Private ,2012-02-01
61,2012-03-09,2012-02-01,110711.0,USPRIV, BLS private,2012-02-01
2305,2013-06-03,2012-02-01,98.8020610137525,CSCICP03USM665S, OECD US Consumer Confidence,2012-02-01
2820,2012-03-09,2012-02-01,12806.0,UNEMPLOY, Unemployment Level,2012-02-01
3150,2012-03-09,2012-02-01,5426.0,UEMP27OV, Unemployed for 27 Weeks,2012-02-01
1833,2012-04-10,2012-02-01,3125.0,JTS1000JOL, Job Openings: Total Private,2012-02-01
2488,2013-06-03,2012-02-01,99.9991723072295,BSCICP03USM665S, OECD Business Confidence,2012-02-01
3315,2012-03-09,2012-02-01,14.9,U6Rate, Unemployed plus Marginally Attached ,2012-02-01
2985,2012-03-09,2012-02-01,154871.0,CLF16OV, Civilian Labor Force,2012-02-01
1997,2012-04-10,2012-02-01,4075.0,JTS1000HIL,  Hires: Total Private ,2012-02-01
1317,2012-02-16,2012-02-04,3426000.0,CCSA, Continued Claims ,2012-02-04
596,2012-02-09,2012-02-04,358000.0,ICSA, Initial Claims,2012-02-04
597,2012-02-16,2012-02-11,348000.0,ICSA, Initial Claims,2012-02-11
1318,2012-02-23,2012-02-11,3392000.0,CCSA, Continued Claims ,2012-02-11
598,2012-02-23,2012-02-18,351000.0,ICSA, Initial Claims,2012-02-18
1319,2012-03-01,2012-02-18,3402000.0,CCSA, Continued Claims ,2012-02-18
1320,2012-03-08,2012-02-25,3416000.0,CCSA, Continued Claims ,2012-02-25
599,2012-03-01,2012-02-25,351000.0,ICSA, Initial Claims,2012-02-25
1834,2012-05-08,2012-03-01,3361.0,JTS1000JOL, Job Openings: Total Private,2012-03-01
1998,2012-05-08,2012-03-01,4049.0,JTS1000HIL,  Hires: Total Private ,2012-03-01
3151,2012-04-06,2012-03-01,5308.0,UEMP27OV, Unemployed for 27 Weeks,2012-03-01
227,2012-04-04,2012-03-01,110481.0,NPPTTL, ADP,2012-03-01
3646,2012-04-06,2012-03-01,7672.0,LNS12032194, Part-Time for Econ Reasons,2012-03-01
2986,2012-04-06,2012-03-01,154707.0,CLF16OV, Civilian Labor Force,2012-03-01
2162,2012-05-08,2012-03-01,3853.0,JTS1000TSL,  Total Separations: Total Private ,2012-03-01
62,2012-04-06,2012-03-01,110824.0,USPRIV, BLS private,2012-03-01
2656,2012-04-06,2012-03-01,8.2,UNRATE, Unemployment Rate,2012-03-01
3316,2012-04-06,2012-03-01,14.5,U6Rate, Unemployed plus Marginally Attached ,2012-03-01
2467,2013-06-03,2012-03-01,100.028409369816,BSCICP03USM665S, OECD Business Confidence,2012-03-01
2821,2012-04-06,2012-03-01,12673.0,UNEMPLOY, Unemployment Level,2012-03-01
2293,2013-06-03,2012-03-01,98.9327615852819,CSCICP03USM665S, OECD US Consumer Confidence,2012-03-01
3481,2012-04-06,2012-03-01,63.8,CIVPART, Civilian Participation Rate,2012-03-01
600,2012-03-08,2012-03-03,362000.0,ICSA, Initial Claims,2012-03-03
1321,2012-03-15,2012-03-03,3343000.0,CCSA, Continued Claims ,2012-03-03
1322,2012-03-22,2012-03-10,3352000.0,CCSA, Continued Claims ,2012-03-10
601,2012-03-15,2012-03-10,351000.0,ICSA, Initial Claims,2012-03-10
602,2012-03-22,2012-03-17,348000.0,ICSA, Initial Claims,2012-03-17
1323,2012-03-29,2012-03-17,3340000.0,CCSA, Continued Claims ,2012-03-17
603,2012-03-29,2012-03-24,359000.0,ICSA, Initial Claims,2012-03-24
1324,2012-04-05,2012-03-24,3338000.0,CCSA, Continued Claims ,2012-03-24
1325,2012-04-12,2012-03-31,3251000.0,CCSA, Continued Claims ,2012-03-31
604,2012-04-05,2012-03-31,357000.0,ICSA, Initial Claims,2012-03-31
2987,2012-05-04,2012-04-01,154365.0,CLF16OV, Civilian Labor Force,2012-04-01
2484,2013-06-03,2012-04-01,99.9974219361892,BSCICP03USM665S, OECD Business Confidence,2012-04-01
2822,2012-05-04,2012-04-01,12500.0,UNEMPLOY, Unemployment Level,2012-04-01
3317,2012-05-04,2012-04-01,14.5,U6Rate, Unemployed plus Marginally Attached ,2012-04-01
2303,2013-06-03,2012-04-01,98.9693937023335,CSCICP03USM665S, OECD US Consumer Confidence,2012-04-01
2657,2012-05-04,2012-04-01,8.1,UNRATE, Unemployment Rate,2012-04-01
2163,2012-06-19,2012-04-01,3785.0,JTS1000TSL,  Total Separations: Total Private ,2012-04-01
63,2012-05-04,2012-04-01,111020.0,USPRIV, BLS private,2012-04-01
3647,2012-05-04,2012-04-01,7853.0,LNS12032194, Part-Time for Econ Reasons,2012-04-01
1999,2012-06-19,2012-04-01,3882.0,JTS1000HIL,  Hires: Total Private ,2012-04-01
1835,2012-06-19,2012-04-01,3080.0,JTS1000JOL, Job Openings: Total Private,2012-04-01
228,2012-05-02,2012-04-01,110590.0,NPPTTL, ADP,2012-04-01
3152,2012-05-04,2012-04-01,5101.0,UEMP27OV, Unemployed for 27 Weeks,2012-04-01
3482,2012-05-04,2012-04-01,63.6,CIVPART, Civilian Participation Rate,2012-04-01
1326,2012-04-19,2012-04-07,3297000.0,CCSA, Continued Claims ,2012-04-07
605,2012-04-12,2012-04-07,380000.0,ICSA, Initial Claims,2012-04-07
606,2012-04-19,2012-04-14,386000.0,ICSA, Initial Claims,2012-04-14
1327,2012-04-26,2012-04-14,3315000.0,CCSA, Continued Claims ,2012-04-14
607,2012-04-26,2012-04-21,388000.0,ICSA, Initial Claims,2012-04-21
1328,2012-05-03,2012-04-21,3276000.0,CCSA, Continued Claims ,2012-04-21
1329,2012-05-10,2012-04-28,3229000.0,CCSA, Continued Claims ,2012-04-28
608,2012-05-03,2012-04-28,365000.0,ICSA, Initial Claims,2012-04-28
2273,2013-06-03,2012-05-01,98.9105337798972,CSCICP03USM665S, OECD US Consumer Confidence,2012-05-01
3318,2012-06-01,2012-05-01,14.8,U6Rate, Unemployed plus Marginally Attached ,2012-05-01
1836,2012-07-10,2012-05-01,3247.0,JTS1000JOL, Job Openings: Total Private,2012-05-01
64,2012-06-01,2012-05-01,111040.0,USPRIV, BLS private,2012-05-01
3153,2012-06-01,2012-05-01,5411.0,UEMP27OV, Unemployed for 27 Weeks,2012-05-01
2000,2012-07-10,2012-05-01,4063.0,JTS1000HIL,  Hires: Total Private ,2012-05-01
2164,2012-07-10,2012-05-01,4020.0,JTS1000TSL,  Total Separations: Total Private ,2012-05-01
2658,2012-06-01,2012-05-01,8.2,UNRATE, Unemployment Rate,2012-05-01
229,2012-05-31,2012-05-01,110716.0,NPPTTL, ADP,2012-05-01
3648,2012-06-01,2012-05-01,8098.0,LNS12032194, Part-Time for Econ Reasons,2012-05-01
2446,2013-06-03,2012-05-01,99.8036552414929,BSCICP03USM665S, OECD Business Confidence,2012-05-01
3483,2012-06-01,2012-05-01,63.8,CIVPART, Civilian Participation Rate,2012-05-01
2988,2012-06-01,2012-05-01,155007.0,CLF16OV, Civilian Labor Force,2012-05-01
2823,2012-06-01,2012-05-01,12720.0,UNEMPLOY, Unemployment Level,2012-05-01
609,2012-05-10,2012-05-05,367000.0,ICSA, Initial Claims,2012-05-05
1330,2012-05-17,2012-05-05,3265000.0,CCSA, Continued Claims ,2012-05-05
1331,2012-05-24,2012-05-12,3260000.0,CCSA, Continued Claims ,2012-05-12
610,2012-05-17,2012-05-12,370000.0,ICSA, Initial Claims,2012-05-12
1332,2012-05-31,2012-05-19,3242000.0,CCSA, Continued Claims ,2012-05-19
611,2012-05-24,2012-05-19,370000.0,ICSA, Initial Claims,2012-05-19
612,2012-05-31,2012-05-26,383000.0,ICSA, Initial Claims,2012-05-26
1333,2012-06-07,2012-05-26,3293000.0,CCSA, Continued Claims ,2012-05-26
1837,2012-08-07,2012-06-01,3399.0,JTS1000JOL, Job Openings: Total Private,2012-06-01
230,2012-07-05,2012-06-01,110898.0,NPPTTL, ADP,2012-06-01
2338,2013-06-03,2012-06-01,98.6949746241704,CSCICP03USM665S, OECD US Consumer Confidence,2012-06-01
2659,2012-07-06,2012-06-01,8.2,UNRATE, Unemployment Rate,2012-06-01
2001,2012-08-07,2012-06-01,4080.0,JTS1000HIL,  Hires: Total Private ,2012-06-01
65,2012-07-06,2012-06-01,111145.0,USPRIV, BLS private,2012-06-01
2443,2013-06-03,2012-06-01,99.5674683256359,BSCICP03USM665S, OECD Business Confidence,2012-06-01
3484,2012-07-06,2012-06-01,63.8,CIVPART, Civilian Participation Rate,2012-06-01
2989,2012-07-06,2012-06-01,155163.0,CLF16OV, Civilian Labor Force,2012-06-01
3154,2012-07-06,2012-06-01,5370.0,UEMP27OV, Unemployed for 27 Weeks,2012-06-01
3649,2012-07-06,2012-06-01,8210.0,LNS12032194, Part-Time for Econ Reasons,2012-06-01
2824,2012-07-06,2012-06-01,12749.0,UNEMPLOY, Unemployment Level,2012-06-01
2165,2012-08-07,2012-06-01,3981.0,JTS1000TSL,  Total Separations: Total Private ,2012-06-01
3319,2012-07-06,2012-06-01,14.9,U6Rate, Unemployed plus Marginally Attached ,2012-06-01
1334,2012-06-14,2012-06-02,3278000.0,CCSA, Continued Claims ,2012-06-02
613,2012-06-07,2012-06-02,377000.0,ICSA, Initial Claims,2012-06-02
1335,2012-06-21,2012-06-09,3299000.0,CCSA, Continued Claims ,2012-06-09
614,2012-06-14,2012-06-09,386000.0,ICSA, Initial Claims,2012-06-09
1336,2012-06-28,2012-06-16,3296000.0,CCSA, Continued Claims ,2012-06-16
615,2012-06-21,2012-06-16,387000.0,ICSA, Initial Claims,2012-06-16
616,2012-06-28,2012-06-23,386000.0,ICSA, Initial Claims,2012-06-23
1337,2012-07-05,2012-06-23,3306000.0,CCSA, Continued Claims ,2012-06-23
1338,2012-07-12,2012-06-30,3304000.0,CCSA, Continued Claims ,2012-06-30
617,2012-07-05,2012-06-30,374000.0,ICSA, Initial Claims,2012-06-30
1838,2012-09-11,2012-07-01,3277.0,JTS1000JOL, Job Openings: Total Private,2012-07-01
2825,2012-08-03,2012-07-01,12794.0,UNEMPLOY, Unemployment Level,2012-07-01
3485,2012-08-03,2012-07-01,63.7,CIVPART, Civilian Participation Rate,2012-07-01
2990,2012-08-03,2012-07-01,155013.0,CLF16OV, Civilian Labor Force,2012-07-01
231,2012-08-01,2012-07-01,111052.0,NPPTTL, ADP,2012-07-01
2002,2012-09-11,2012-07-01,3933.0,JTS1000HIL,  Hires: Total Private ,2012-07-01
2166,2012-09-11,2012-07-01,3760.0,JTS1000TSL,  Total Separations: Total Private ,2012-07-01
3650,2012-08-03,2012-07-01,8246.0,LNS12032194, Part-Time for Econ Reasons,2012-07-01
2660,2012-08-03,2012-07-01,8.3,UNRATE, Unemployment Rate,2012-07-01
2441,2013-06-03,2012-07-01,99.4716856817155,BSCICP03USM665S, OECD Business Confidence,2012-07-01
3320,2012-08-03,2012-07-01,15.0,U6Rate, Unemployed plus Marginally Attached ,2012-07-01
66,2012-08-03,2012-07-01,111317.0,USPRIV, BLS private,2012-07-01
3155,2012-08-03,2012-07-01,5185.0,UEMP27OV, Unemployed for 27 Weeks,2012-07-01
2280,2013-06-03,2012-07-01,98.6187664377531,CSCICP03USM665S, OECD US Consumer Confidence,2012-07-01
1339,2012-07-19,2012-07-07,3314000.0,CCSA, Continued Claims ,2012-07-07
